seconds,data
73.117,-62.9296875
73.215,-62.6275634765625
73.34,-63.7152099609375
73.386,-61.6717529296875
73.547,-61.36962890625
73.59,-67.6318359375
73.729,-65.654296875
73.815,-66.390380859375
73.937,-64.808349609375
74.022,-63.0340576171875
74.149,-63.8360595703125
74.202,-64.2205810546875
74.319,-66.478271484375
74.418,-66.2860107421875
74.543,-65.159912109375
74.615,-63.006591796875
74.744,-63.61083984375
74.802,-61.2432861328125
74.953,-62.589111328125
75.012,-65.203857421875
75.132,-65.2203369140625
75.227,-65.1104736328125
75.343,-63.1768798828125
75.436,-63.69873046875
75.549,-61.50146484375
75.605,-64.8577880859375
75.723,-64.7039794921875
75.817,-63.0450439453125
75.944,-63.9239501953125
76.035,-62.7484130859375
76.15,-63.797607421875
76.207,-62.7923583984375
76.344,-66.2310791015625
76.418,-69.268798828125
76.534,-68.84033203125
76.631,-68.642578125
76.754,-67.8076171875
76.848,-64.6270751953125
76.971,-65.2423095703125
77.015,-66.5277099609375
77.131,-66.588134765625
77.234,-62.720947265625
77.355,-62.9791259765625
77.441,-63.10546875
77.56,-63.907470703125
77.624,-66.697998046875
77.739,-67.8955078125
77.83,-66.3409423828125
77.95,-63.0560302734375
78.036,-63.643798828125
78.156,-64.6875
78.252,-65.1983642578125
78.381,-63.0560302734375
78.435,-63.643798828125
78.547,-63.8360595703125
78.648,-66.148681640625
78.757,-65.58837890625
78.846,-64.3798828125
78.966,-65.0555419921875
79.032,-63.468017578125
79.16,-64.962158203125
79.249,-64.5556640625
79.357,-64.75341796875
79.456,-62.8692626953125
79.568,-63.6712646484375
79.665,-63.0889892578125
79.785,-64.610595703125
79.85,-64.6820068359375
79.97,-63.12744140625
80.059,-62.8472900390625
80.181,-63.248291015625
80.264,-64.764404296875
80.379,-63.116455078125
80.446,-63.0120849609375
80.567,-66.29150390625
80.659,-64.610595703125
80.788,-64.522705078125
80.864,-65.5828857421875
80.99,-64.27001953125
81.08,-61.8145751953125
81.2,-60.413818359375
81.254,-62.3309326171875
81.379,-61.94091796875
81.469,-63.3966064453125
81.588,-68.302001953125
81.671,-66.873779296875
81.8,-67.6043701171875
81.848,-66.37939453125
81.979,-64.97314453125
82.066,-63.9678955078125
82.187,-63.5394287109375
82.268,-61.3970947265625
82.393,-62.6605224609375
82.49,-65.093994140625
82.612,-63.193359375
82.659,-63.8525390625
82.784,-61.4190673828125
82.872,-61.1663818359375
82.996,-59.0350341796875
83.088,-61.116943359375
83.211,-61.36962890625
83.263,-63.4844970703125
83.371,-62.8692626953125
83.483,-64.742431640625
83.589,-63.9569091796875
83.688,-62.017822265625
83.807,-60.281982421875
83.907,-62.127685546875
84.019,-61.32568359375
84.065,-62.490234375
84.195,-65.0830078125
84.281,-66.46728515625
84.403,-64.0557861328125
84.48,-65.1873779296875
84.614,-64.478759765625
84.664,-63.7152099609375
84.793,-61.951904296875
84.879,-61.2872314453125
85.008,-61.45751953125
85.101,-62.4078369140625
85.207,-62.633056640625
85.304,-64.324951171875
85.428,-64.7808837890625
85.479,-62.8253173828125
85.607,-63.8031005859375
85.684,-61.611328125
85.813,-61.67724609375
85.904,-60.6060791015625
86.028,-60.7159423828125
86.082,-60.0347900390625
86.198,-61.3201904296875
86.295,-62.7264404296875
86.41,-64.31396484375
86.498,-64.281005859375
86.622,-64.9456787109375
86.704,-62.7484130859375
86.827,-63.0120849609375
86.893,-63.072509765625
87.006,-63.8580322265625
87.104,-63.9898681640625
87.218,-64.51171875
87.317,-63.544921875
87.419,-63.160400390625
87.496,-63.1109619140625
87.617,-61.3311767578125
87.704,-62.138671875
87.827,-61.34765625
87.907,-63.687744140625
88.023,-65.9454345703125
88.121,-66.8902587890625
88.238,-67.6702880859375
88.303,-64.500732421875
88.426,-63.116455078125
88.522,-62.4847412109375
88.641,-60.6500244140625
88.728,-58.88671875
88.847,-62.3529052734375
88.902,-64.7149658203125
89.023,-64.3798828125
89.129,-66.6485595703125
89.237,-66.5771484375
89.329,-64.8687744140625
89.449,-66.2091064453125
89.535,-64.3963623046875
89.659,-64.1766357421875
89.707,-65.1324462890625
89.84,-63.226318359375
89.928,-63.6767578125
90.05,-63.336181640625
90.124,-65.050048828125
90.254,-65.203857421875
90.309,-62.589111328125
90.431,-63.555908203125
90.528,-61.8475341796875
90.644,-60.732421875
90.738,-62.0452880859375
90.859,-64.874267578125
90.945,-64.940185546875
91.068,-62.852783203125
91.124,-63.984375
91.248,-63.7371826171875
91.34,-63.599853515625
91.458,-63.4735107421875
91.544,-61.644287109375
91.671,-64.742431640625
91.72,-64.7369384765625
91.83,-62.7923583984375
91.929,-63.896484375
92.059,-61.67724609375
92.141,-61.8695068359375
92.257,-61.962890625
92.352,-61.2542724609375
92.474,-61.6497802734375
92.525,-61.666259765625
92.658,-63.050537109375
92.742,-64.9127197265625
92.857,-63.5394287109375
92.939,-63.720703125
93.072,-62.7264404296875
93.131,-63.9404296875
93.249,-63.7152099609375
93.338,-63.78662109375
93.461,-63.61083984375
93.548,-61.2982177734375
93.668,-63.0450439453125
93.761,-62.7703857421875
93.89,-62.852783203125
93.944,-62.7593994140625
94.06,-63.720703125
94.14,-65.137939453125
94.269,-66.170654296875
94.357,-64.27001953125
94.48,-64.1217041015625
94.535,-65.050048828125
94.661,-63.6328125
94.762,-63.7646484375
94.87,-65.1324462890625
94.97,-64.764404296875
95.082,-63.8580322265625
95.174,-64.9127197265625
95.287,-65.0390625
95.352,-63.885498046875
95.474,-63.709716796875
95.568,-62.8143310546875
95.674,-63.6328125
95.78,-63.3087158203125
95.889,-65.2587890625
95.956,-64.7918701171875
96.081,-64.9346923828125
96.173,-65.1324462890625
96.29,-64.951171875
96.378,-62.830810546875
96.496,-62.86376953125
96.586,-63.9349365234375
96.705,-62.2100830078125
96.764,-63.5394287109375
96.889,-65.3411865234375
96.975,-66.5386962890625
97.097,-66.6375732421875
97.184,-64.5831298828125
97.305,-65.028076171875
97.359,-64.390869140625
97.475,-64.2315673828125
97.575,-63.424072265625
97.691,-61.951904296875
97.787,-61.611328125
